,REF_DATE,GEO,DGUID,National Occupational Classification (NOC),Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
21312,2017,Alberta,2016A000248,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749032,12.1.1,55000.0,A,,,0
21313,2017,Alberta,2016A000248,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749033,12.1.2,41900.0,A,,,0
21314,2017,Alberta,2016A000248,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749034,12.1.3,66100.0,A,,,0
21315,2017,Alberta,2016A000248,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749035,12.1.4,0.63,B,,,2
21316,2017,Alberta,2016A000248,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749036,12.1.5,42700.0,A,,,0
21317,2017,Alberta,2016A000248,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749037,12.1.6,32900.0,C,,,0
21318,2017,Alberta,2016A000248,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749038,12.1.7,52300.0,B,,,0
21319,2017,Alberta,2016A000248,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749039,12.1.8,0.63,C,,,2
21320,2017,Alberta,2016A000248,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749040,12.1.9,57400.0,A,,,0
21321,2017,Alberta,2016A000248,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749041,12.1.10,43300.0,A,,,0
21322,2017,Alberta,2016A000248,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749042,12.1.11,69500.0,A,,,0
21323,2017,Alberta,2016A000248,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749043,12.1.12,0.62,B,,,2
21324,2017,Alberta,2016A000248,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749044,12.1.13,44700.0,A,,,0
21325,2017,Alberta,2016A000248,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749045,12.1.14,34800.0,B,,,0
21326,2017,Alberta,2016A000248,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749046,12.1.15,56300.0,A,,,0
21327,2017,Alberta,2016A000248,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749047,12.1.16,0.62,C,,,2
21504,2017,British Columbia,2016A000259,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749224,13.1.1,43900.0,A,,,0
21505,2017,British Columbia,2016A000259,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749225,13.1.2,34600.0,A,,,0
21506,2017,British Columbia,2016A000259,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749226,13.1.3,52400.0,B,,,0
21507,2017,British Columbia,2016A000259,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749227,13.1.4,0.66,B,,,2
21508,2017,British Columbia,2016A000259,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749228,13.1.5,32400.0,A,,,0
21509,2017,British Columbia,2016A000259,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749229,13.1.6,26100.0,B,,,0
21510,2017,British Columbia,2016A000259,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749230,13.1.7,40600.0,B,,,0
21511,2017,British Columbia,2016A000259,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749231,13.1.8,0.64,C,,,2
21512,2017,British Columbia,2016A000259,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749232,13.1.9,45100.0,A,,,0
21513,2017,British Columbia,2016A000259,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749233,13.1.10,35300.0,A,,,0
21514,2017,British Columbia,2016A000259,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749234,13.1.11,54100.0,B,,,0
21515,2017,British Columbia,2016A000259,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749235,13.1.12,0.65,C,,,2
21516,2017,British Columbia,2016A000259,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749236,13.1.13,33900.0,A,,,0
21517,2017,British Columbia,2016A000259,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749237,13.1.14,27400.0,B,,,0
21518,2017,British Columbia,2016A000259,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749238,13.1.15,43300.0,B,,,0
21519,2017,British Columbia,2016A000259,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749239,13.1.16,0.63,C,,,2
21696,2017,"Canada, 16 to 24 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749416,14.1.1,15700.0,A,,,0
21697,2017,"Canada, 16 to 24 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749417,14.1.2,13900.0,B,,,0
21698,2017,"Canada, 16 to 24 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749418,14.1.3,17400.0,B,,,0
21699,2017,"Canada, 16 to 24 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749419,14.1.4,0.8,B,,,2
21700,2017,"Canada, 16 to 24 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749420,14.1.5,11100.0,A,,,0
21701,2017,"Canada, 16 to 24 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749421,14.1.6,10600.0,B,,,0
21702,2017,"Canada, 16 to 24 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749422,14.1.7,11800.0,B,,,0
21703,2017,"Canada, 16 to 24 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749423,14.1.8,0.9,C,,,2
21704,2017,"Canada, 16 to 24 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749424,14.1.9,15500.0,A,,,0
21705,2017,"Canada, 16 to 24 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749425,14.1.10,13800.0,B,,,0
21706,2017,"Canada, 16 to 24 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749426,14.1.11,17200.0,B,,,0
21707,2017,"Canada, 16 to 24 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749427,14.1.12,0.8,B,,,2
21708,2017,"Canada, 16 to 24 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749428,14.1.13,10900.0,A,,,0
21709,2017,"Canada, 16 to 24 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749429,14.1.14,10500.0,B,,,0
21710,2017,"Canada, 16 to 24 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749430,14.1.15,11500.0,B,,,0
21711,2017,"Canada, 16 to 24 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749431,14.1.16,0.91,C,,,2
21888,2017,"Canada, 25 to 54 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749608,15.1.1,55600.0,A,,,0
21889,2017,"Canada, 25 to 54 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749609,15.1.2,45200.0,A,,,0
21890,2017,"Canada, 25 to 54 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749610,15.1.3,65300.0,A,,,0
21891,2017,"Canada, 25 to 54 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749611,15.1.4,0.69,A,,,2
21892,2017,"Canada, 25 to 54 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749612,15.1.5,45300.0,A,,,0
21893,2017,"Canada, 25 to 54 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749613,15.1.6,38200.0,A,,,0
21894,2017,"Canada, 25 to 54 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749614,15.1.7,53900.0,A,,,0
21895,2017,"Canada, 25 to 54 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749615,15.1.8,0.71,A,,,2
21896,2017,"Canada, 25 to 54 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749616,15.1.9,57200.0,A,,,0
21897,2017,"Canada, 25 to 54 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749617,15.1.10,46100.0,A,,,0
21898,2017,"Canada, 25 to 54 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749618,15.1.11,67500.0,A,,,0
21899,2017,"Canada, 25 to 54 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749619,15.1.12,0.68,A,,,2
21900,2017,"Canada, 25 to 54 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749620,15.1.13,47100.0,A,,,0
21901,2017,"Canada, 25 to 54 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749621,15.1.14,39700.0,A,,,0
21902,2017,"Canada, 25 to 54 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749622,15.1.15,56200.0,A,,,0
21903,2017,"Canada, 25 to 54 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749623,15.1.16,0.71,A,,,2
22080,2017,"Canada, 25 to 34 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749800,16.1.1,44500.0,A,,,0
22081,2017,"Canada, 25 to 34 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749801,16.1.2,36600.0,A,,,0
22082,2017,"Canada, 25 to 34 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749802,16.1.3,51700.0,A,,,0
22083,2017,"Canada, 25 to 34 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749803,16.1.4,0.71,B,,,2
22084,2017,"Canada, 25 to 34 years",,All occupations,"Median employment income, both sexes",2018 constant dollars,400,units,0,v1063749804,16.1.5,38500.0,A,,,0
22085,2017,"Canada, 25 to 34 years",,All occupations,"Median employment income, females",2018 constant dollars,400,units,0,v1063749805,16.1.6,31400.0,B,,,0
22086,2017,"Canada, 25 to 34 years",,All occupations,"Median employment income, males",2018 constant dollars,400,units,0,v1063749806,16.1.7,44800.0,A,,,0
22087,2017,"Canada, 25 to 34 years",,All occupations,Median gender pay ratio in annual employment income,Number,223,units,0,v1063749807,16.1.8,0.7,B,,,2
22088,2017,"Canada, 25 to 34 years",,All occupations,"Average wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749808,16.1.9,45100.0,A,,,0
22089,2017,"Canada, 25 to 34 years",,All occupations,"Average wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749809,16.1.10,36900.0,A,,,0
22090,2017,"Canada, 25 to 34 years",,All occupations,"Average wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749810,16.1.11,52600.0,A,,,0
22091,2017,"Canada, 25 to 34 years",,All occupations,"Average gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749811,16.1.12,0.7,B,,,2
22092,2017,"Canada, 25 to 34 years",,All occupations,"Median wages, salaries and commissions, both sexes",2018 constant dollars,400,units,0,v1063749812,16.1.13,39300.0,A,,,0
22093,2017,"Canada, 25 to 34 years",,All occupations,"Median wages, salaries and commissions, females",2018 constant dollars,400,units,0,v1063749813,16.1.14,32500.0,B,,,0
22094,2017,"Canada, 25 to 34 years",,All occupations,"Median wages, salaries and commissions, males",2018 constant dollars,400,units,0,v1063749814,16.1.15,45800.0,A,,,0
22095,2017,"Canada, 25 to 34 years",,All occupations,"Median gender pay ratio in annual wages, salaries and commissions",Number,223,units,0,v1063749815,16.1.16,0.71,B,,,2
22272,2017,"Canada, 35 to 44 years",,All occupations,"Average employment income, both sexes",2018 constant dollars,400,units,0,v1063749992,17.1.1,58000.0,A,,,0
22273,2017,"Canada, 35 to 44 years",,All occupations,"Average employment income, females",2018 constant dollars,400,units,0,v1063749993,17.1.2,47500.0,A,,,0
22274,2017,"Canada, 35 to 44 years",,All occupations,"Average employment income, males",2018 constant dollars,400,units,0,v1063749994,17.1.3,67800.0,A,,,0
22275,2017,"Canada, 35 to 44 years",,All occupations,Average gender pay ratio in annual employment income,Number,223,units,0,v1063749995,17.1.4,0.7,B,,,2
